Grouping,Company Name,Tech Day URL,Social Profiles URLs,Company Description,Company URL
Exhibitors,BlindData,https://techdayhq.com/companies/blinddata,"https://www.facebook.com/BlindDataNYC/,http://twitter.com/blinddatanyc,https://www.linkedin.com/company/blinddata-llc/,/community/startups/blinddata","BlindData is an innovative recruitment platform for software engineers. By first identifying a candidate's skill level rather than screening their resume, we discover hidden talents among the large pool of software engineers. Our exams test for advanced logical thinking, complex programming skills and performance potential. We rank every candidate against the best software engineers from MIT, Google and other benchmarks. Candidates that make it through our testing and screening process are among the top 1-5% of programmers on the market. With thousands of BlindData Candidates, we can quickly optimize the tech hiring process for companies both large and small. Our own dynamic team of engineering, product and business talent is also growing!",blinddata.com
Exhibitors,Canopy,https://techdayhq.com/companies/canopy,"https://www.facebook.com/findyourcanopy,http://twitter.com/findyourcanopy","Canopy is pioneering a better, fairer way of doing things where everyone wins and we give the incentive to do the right thing. ",https://findyourcanopy.com/
Exhibitors,People10 Technologies Inc.,https://techdayhq.com/companies/people10-technologies-inc,"https://www.facebook.com/people10technosoft/,http://twitter.com/people_10,https://www.linkedin.com/company/2255679/,/community/startups/people10-technologies-inc","People10 is a new-age 'Agile and Lean Product Engineering’ firm that empowers businesses to be fast-and fail-proof through state-of-the-art IT solutions. We craft custom solutions in web, mobile, cloud and data analytics using rapid agile and lean engineering methods and productivity frameworks. Our trend-setting ways of making software ensures faster time to market, product quality, lower risk and transparency. ",https://people10.com/
Exhibitors,"Garni, Inc. ",https://techdayhq.com/companies/garni-inc,"https://www.facebook.com/trygarni/,https://www.linkedin.com/company/18282327/,/community/startups/garni-inc",,www.trygarni.com
Exhibitors,Write.as,https://techdayhq.com/companies/write-as,"https://www.facebook.com/writeasanyone/,http://twitter.com/writeas__,https://www.linkedin.com/company/10009635/,/community/startups/write-as","Write.as is a simple writing tool that lets you instantly publish your words -- no sign up required. Quickly share an essay across the web, or create an entire blog.",https://write.as
Exhibitors,It's By U,https://techdayhq.com/companies/it-s-by-u,http://twitter.com/itsbyu,,https://itsbyu.com/
Exhibitors,Inventaprint,https://techdayhq.com/companies/inventaprint,"https://www.facebook.com/inventaprint,http://twitter.com/inventaprint,https://www.linkedin.com/company/16254874,/community/startups/inventaprint",Inventaprint's mission is simple: democratize innovation.,https://www.inventaprint.com/
Exhibitors,"Zorpads, Inc.",https://techdayhq.com/companies/zorpads-inc,"https://www.facebook.com/zorpads/,http://twitter.com/zorpads,/community/startups/zorpads-inc","Shoe odor is embarrassing. You’ve probably experienced it yourself: that moment when you walk into a dinner party or friend’s home, are asked to take off your shoes, and hope no one will notice the odor. Yikes! ",www.zorpads.com
Exhibitors,Unpakt ,https://techdayhq.com/companies/unpakt-4d5f4a5d-6380-4439-97cc-4fbe8054180d,/community/startups/unpakt-4d5f4a5d-6380-4439-97cc-4fbe8054180d,"Unpakt is changing the way people move. Compare multiple moving companies, get guaranteed prices, and book online day or night!
",
Exhibitors,Jetson,https://techdayhq.com/companies/jetson,"https://www.facebook.com/jetsonai,https://www.linkedin.com/company/jetsonai/,/community/startups/jetson","Jetson™ is an intelligent ""voice-first"" commerce platform that delivers a best-in-class buying experience for your brand.",www.jetson.ai
Exhibitors,Earnest Research,https://techdayhq.com/companies/earnest-research,"http://twitter.com/earnestresearch,https://www.linkedin.com/company/the-earnest-research-company/,/community/startups/earnest-research","Earnest Research is a data innovation company driven to change the way professionals understand consumer and business behavior. Working with world-class data partners, we transform raw data into a source for business and investment professionals to ask better questions so they can make better decisions. We believe, in the right hands, data has the power to change the way we work. ",earnestresearch.com
Exhibitors,Vettery,https://techdayhq.com/companies/vettery-fa91d7c1-e968-4fca-9bb3-7d188cca556d,/community/startups/vettery-fa91d7c1-e968-4fca-9bb3-7d188cca556d,"Based in New York City, Vettery is a trusted hiring marketplace built to help people find their dream job. Vettery takes the best from the recruiting and technology worlds by connecting employers and talent through a curated marketplace of vetted candidates. The company came together to change the recruiting landscape, celebrate Monday mornings, and help everyone find a job they love.",vettery.com
Exhibitors,Tobii Pro,https://techdayhq.com/companies/sticky-by-tobii-pro,"https://www.facebook.com/tobiipro,http://twitter.com/tobiipro,https://www.linkedin.com/company/tobiipro","Tobii Pro provides world-leading eye tracking solutions to academic institutions and commercial companies that want to better understand human behavior. Our solutions consist of hardware, software, training, and support. We also offer eye-tracking-based consumer research studies to customers that do not have the expertise or time to conduct the research themselves, such as large market research firms and consumer goods companies. Since 2001, our mission has been to make eye tracking as accessible as possible and to make eye tracking easy to use for everyone.",www.tobii.com
Exhibitors,GCS Recruitment Specialists,https://techdayhq.com/companies/gcs-recruitment-specialists,"https://www.facebook.com/GCSRecruitment/?fref=ts&ref=br_tf,http://twitter.com/@GCSrecruitment,https://www.linkedin.com/company/gcs-recruitment-specialists?trk=company_logo","Established in the UK in 1991, GCS has over 25 years’ recruitment experience in connecting highly- skilled technology professionals with the world’s most innovative technology employers. Offering expert guidance in both permanent and contract recruitment, GCS have helped businesses across the UK, Ireland and New York effectively and efficiently achieve their business goals. Our expanding American office, situated in the heart of New York City, opened for business in 2015. 2 years on, and we are incredibly proud to say that we’re now working with some of the City’s largest Technology firms. ",https://www.gcsrecruitment.com/
Exhibitors,botkeeper,https://techdayhq.com/companies/botkeeper-e01d4c30-854b-437f-92c9-ee964e2ba90e,"www.facebook.com/botkeeper,http://twitter.com/b0tkeeper,https://www.linkedin.com/company/10083988/,/community/startups/botkeeper-e01d4c30-854b-437f-92c9-ee964e2ba90e","Save time and money by automating your bookkeeping with botkeeper. botkeeper provides businesses with a powerful combination of skilled accountants and automated data entry through the use of machine learning and AI. Businesses receive 24/7 accounting and support as well as incredible insight into their financials with beautiful dashboards and unlimited reporting. With botkeeper, companies can grow from 0 to 100+ employees and on average save 50% compared to the cost of a bookkeeper or outsourced firm.",www.botkeeper.com
Exhibitors,"Satomar, s.r.o.",https://techdayhq.com/companies/satomar-s-r-o-01f9902a-e8d3-4479-a9a5-539f101b356d,/community/startups/satomar-s-r-o-01f9902a-e8d3-4479-a9a5-539f101b356d,,www.satomar.cz
Exhibitors,ArtSugar,https://techdayhq.com/companies/artsugar,"https://www.facebook.com/artsugarco,/community/startups/artsugar","A robust, curated online platform for artwork that customers can’t find or purchase anywhere else. ArtSugar links its global artists who have high social media followings with buyers.",https://artsugar.co
Exhibitors,Roman,https://techdayhq.com/companies/roman,"https://www.facebook.com/getroman,http://twitter.com/getroman,https://www.linkedin.com/company/11199396/,/community/startups/roman","Roman is the first end-to-end service for men’s health. We handle everything from online diagnosis to the delivery of medication for erectile dysfunction, a condition that affects 30 million men in the United States. ",http://getroman.com/
Exhibitors,Disrupt! ,https://techdayhq.com/companies/disrupt,"https://www.facebook.com/DisruptFuture,http://twitter.com/DisruptTweet,/community/startups/disrupt",Disrupt is a community for the next generation of creators. Offering Virtual Reality experiences and the tools to help build your own ideas. ,https://disr.pt/
Exhibitors,Encaptiv,https://techdayhq.com/companies/encaptiv,"http://www.facebook.com/encaptiv,http://twitter.com/encaptiv,https://www.linkedin.com/company/27143167/,/community/startups/encaptiv","You do more than present. Your software should too. Encaptiv enables you to effortlessly create and deliver beautifully designed, interactive presentations from the palm of your hand - no projector needed! And with Encaptiv, you're able to seamlessly follow-up with and convert audience members into customers, donors or fans with our all-in-one presentation, sales and social platform.",http://www.encaptiv.com
Exhibitors,Splash Payments,https://techdayhq.com/companies/splash-payments,/community/startups/splash-payments,"Splash Payments is a reliable payment processor designed to simplify the way marketplace vendors process payments. With Splash Payments, merchants of your online marketplace have a seamless platform that doesn’t come with any stress, risk, or cost.",www.splashpayments.com
Exhibitors,"Harbor.ai, Inc.",https://techdayhq.com/companies/harbor-ai-llc,,,harbor.ai
Exhibitors,App-App,https://techdayhq.com/companies/app-app-cb9459fe-f219-45ce-bcb2-b090cbdea437,"http://twitter.com/appappinc,/community/startups/app-app-cb9459fe-f219-45ce-bcb2-b090cbdea437",App-App is a mobile membership that allows you to enjoy one complimentary appetizer every single day from any of our partner restaurants.,app-app.co
Exhibitors,Makr,https://techdayhq.com/companies/makr,"https://www.facebook.com/makr.co/,http://twitter.com/makrplace,/community/startups/makr","Oh, hey! We're Makr, a tech and creativity brand based in Brooklyn. We believe everyone can be a great designer with the right tools. Other things we love: typography, puns, old-school hip-hop and donuts from our neighborhood bakery. From logos to business cards to product packaging, we want to help you become a maker—and help you make stuff awesome.",www.makr.co
Exhibitors,Kids Break Ground,https://techdayhq.com/companies/kids-break-ground-58092426-b889-4e29-8042-88a8ac95e102,/community/startups/kids-break-ground-58092426-b889-4e29-8042-88a8ac95e102,Kids Break Ground is an application where children ages 5 - 12 will develop their ideal virtual establishment through a child-friendly simulation application. ,
Exhibitors,Stott and May Inc. ,https://techdayhq.com/companies/stott-and-may-inc,"http://twitter.com/StottandMay,www.linkedin.com/company/stott-and-may,/community/startups/stott-and-may-inc","Stott and May Inc. are a professional search firm with a passion for helping leaders achieve complete confidence that they have hired the right talent, first time, in fiercely competitive markets.We believe you should never have to make the choice between quality of candidate and time to hire. ",http://stottandmay.com
Exhibitors,"Devpost, Inc.",https://techdayhq.com/companies/devpost-inc,,,
Exhibitors,Intello,https://techdayhq.com/companies/intello,"https://www.facebook.com/intelloio/,http://twitter.com/intello_io,https://www.linkedin.com/company/platformwatch/,/community/startups/intello","Intello is an end-to-end SaaS optimization provider. Our platform unlocks real-time visibility into a company's software spend, usage, and compliance. 
",https://www.intello.io/
Exhibitors,Syndicatebleu,https://techdayhq.com/companies/syndicatebleu-75b389c1-0817-4893-b81e-da2cd98c442c,"https://www.facebook.com/SyndicateBleu/,https://www.linkedin.com/company/77831/,/community/startups/syndicatebleu-75b389c1-0817-4893-b81e-da2cd98c442c",Syndicatebleu is a boutique recruiting firm that specializes in freelance and direct hire placements for the brightest creative minds.,https://careergroupcompanies.com/syndicatebleu/
Exhibitors,Furnishare,https://techdayhq.com/companies/furnishare-c1c27f71-248f-4071-8617-1b10adeb7f8d,"https://www.facebook.com/FurnishareInc/,http://twitter.com/https://twitter.com/FurnishareInc,https://www.linkedin.com/company/furnishare/,/community/startups/furnishare-c1c27f71-248f-4071-8617-1b10adeb7f8d","Furnishare is the easiest the way to buy and sell previously owned furniture. We pick up curated, top quality, brand name furniture from local owners and provide discounted sales online.",furnishare.com
Exhibitors,Luxury Market,https://techdayhq.com/companies/luxury-market,"https://www.facebook.com/LuxuryMarketOfficial/,https://www.linkedin.com/company/luxury-market/,/community/startups/luxury-market",,http://www.luxurymarket.com/
Exhibitors,Chadwick Creative,https://techdayhq.com/companies/chadwick-creative,"https://www.facebook.com/chadwickcreative/,https://www.linkedin.com/in/jeffchadwickjr/,/community/startups/chadwick-creative","Based in Williamsburg, we're a small team of creative professionals who are very passionate about the brand identities we are entrusted to express. We are revolutionizing your creative department with our service Remotely - your hassle-free, no strings attached creative department, with the ability to integrate seamlessly into a larger creative teams working towards a common goal.",chadwickcreative.com
Exhibitors,Yoke Remote,https://techdayhq.com/companies/yoke-remote,,,www.yokeremote.com
Exhibitors,LeBespoke.com,https://techdayhq.com/companies/lebespoke-com,"http://facebook.com/lebespoke,http://twitter.com/https://twitter.com/lebespokenyc","LE BESPOKE discovers the brick-and-mortar fashion experiences and bespoke fashion services in New York City. Browser shops with complimentary personal shopping services. Join the stylish community and stay tuned for the latest pre-sale, sample sale & pop-up events!",http://www.lebespoke.com/
Exhibitors,Toy It Forward,https://techdayhq.com/companies/toy-it-forward,,,
Exhibitors,Temi,https://techdayhq.com/companies/temi,,"Temi is the first, truly intelligent, mobile personal robot. Temi connects you to your friends, smart home devices, music, online content and video communications. Featuring state of the art AI, an amazing sound system and 16 sensors and cameras, temi delivers all your content and communications hands-free. It will come to you when called, recognize and understand you and allow you to be anywhere at any time. Temi - The new way to connect!",https://www.robotemi.com
Exhibitors,Fixional,https://techdayhq.com/companies/fixional,,,
Exhibitors,"Let's Dutch, Inc.",https://techdayhq.com/companies/let-s-dutch-inc,,,
Exhibitors,"Planted, Inc.",https://techdayhq.com/companies/planted-inc,"https://www.facebook.com/plantedjobs,http://twitter.com/planted,https://www.linkedin.com/company/plantedinc/,/community/startups/planted-inc","Looking to break into a startup? Planted is a talent platform that connects candidates with startups and other high-growth companies for non-technical jobs including business development, marketing, sales, CX, operations, and more. We'll send you curated jobs matching your interests and act as your inside referral to the company if it’s a great fit. It’s an easy and stress-free way to find and apply for jobs that you’ll love!",https://www.planted.com
Exhibitors,Padcaster,https://techdayhq.com/companies/padcaster,"facebook.com/padcaster,http://twitter.com/padcaster,/community/startups/padcaster",Shoot professional video on your mobile device with Padcaster. We are a turnkey video production solution for iPads and smartphones. ,
Exhibitors,You X Ventures ,https://techdayhq.com/companies/you-x-ventures-eca1800e-c29d-4112-bda7-803663c7816e,"https://www.facebook.com/youxventures/,http://twitter.com/https://twitter.com/youxventures,https://www.linkedin.com/company/10891598/,/community/startups/you-x-ventures-eca1800e-c29d-4112-bda7-803663c7816e",Design Partner for Startups & Enterprises that (heart) People. ,www.youxventures.com
Exhibitors,NYC Kegs,https://techdayhq.com/companies/nyc-kegs-841511c7-daa2-48ba-aab6-38be9c908446,"https://www.facebook.com/nyckegs,http://twitter.com/nyckegs,/community/startups/nyc-kegs-841511c7-daa2-48ba-aab6-38be9c908446","Kegs of Beer, Wine and Coffee available on demand! We sell, lease and service kegerators in New York City.",https://www.nyckegs.com
Exhibitors,Grist Labs,https://techdayhq.com/companies/grist-labs-8a539faa-f6b7-4bc7-b3b3-55b0c28fa78b,"http://twitter.com/@getgrist,https://www.linkedin.com/company/grist-labs,https://angel.co/grist-labs","From simple lists to databases to complex research, Grist gives your data—any data—the look and feel of an application, the robustness of a database, and the usability of a spreadsheet. With a real programming interface, and sharing done right, the possibilities are unlimited. ",https://www.getgrist.com/
Exhibitors,Domio,https://techdayhq.com/companies/domio,"https://www.facebook.com/staydomio/,https://www.linkedin.com/company/11237948/","Domio is a real estate technology company that seamlessly blends the consistency, programming, and lifestyle of a global hotel brand into the vibrancy of the lifestyle lodging space. ",staydomio.com
Exhibitors,Loculars,https://techdayhq.com/companies/loculars,,,
Exhibitors,Alert Logic,https://techdayhq.com/companies/alert-logic-112625e7-d2c0-4d0d-a077-ec0acdf5743d,"https://www.facebook.com/AlertLogic/,http://twitter.com/alertlogic,https://www.linkedin.com/company/alert-logic/,/community/startups/alert-logic-112625e7-d2c0-4d0d-a077-ec0acdf5743d","Alert  Logic®  Security-­as-­a-­Service  solution  delivers  deep  security  insight  and  continuous   protection  for  cloud,  hybrid  and  on-­premises  data  centers.  Providing  application,  system  and   network  protection  from  the  cloud.  The  Alert  Logic  solution  analyzes over  400  million  events  and   identifies  over  50,000  security  incidents  monthly  for  over  3,800  customers. ",https://www.alertlogic.com/
Exhibitors,Peloton Street,https://techdayhq.com/companies/peloton-street-7405a5e2-98fc-42e1-b879-62549a621f4e,,,
Exhibitors,devRant,https://techdayhq.com/companies/devrant,/community/startups/devrant,"devRant is a fun community of over 40,000 software developers who share and bond over their successes and frustrations with tech, code & life as a programmer",
Exhibitors,GamerHours,https://techdayhq.com/companies/gamerhours,"https://business.facebook.com/gamerhours/?business_id=1972266269655319&ref=bookmarks,http://twitter.com/https://twitter.com/thegamerhours,https://www.linkedin.com/company/17951206/,/community/startups/gamerhours",We connect ambitious casual gamers to improve with gamer masters who provide them 1 to 1 personalized lessons.,https://www.gamerhours.com/
Exhibitors,Augury,https://techdayhq.com/companies/augury,"https://www.facebook.com/augurysys/,http://twitter.com/@augurysys,https://www.linkedin.com/company/2665061/,/community/startups/augury","Augury brings internet-age technologies into the maintenance world and combines them with the gold-standard practices of Predictive Maintenance. Ideal for use in factories, commercial buildings and even homes, our platform enables facility owners and service companies to deploy quick, cost-efficient and scalable predictive maintenance strategies that reduce environmental impact, energy usage and operational costs. We are actively hiring dynamic, analytical, and creative thinkers who are looking for high-impact, high-value roles in the pursuit of passion, autonomy, and growth. ",https://www.augury.com/
Exhibitors,LYK Inc,https://techdayhq.com/companies/lyk-inc,/community/startups/lyk-inc,Take full control of your social profiles!,
Exhibitors,"DotAlign, Inc.",https://techdayhq.com/companies/dotalign-inc-1a571df2-87b1-4af6-a957-ccf6e2ec55be,"http://twitter.com/dotalign,/community/startups/dotalign-inc-1a571df2-87b1-4af6-a957-ccf6e2ec55be","DotAlign helps relationship professionals to connect the dots by unlocking the hidden value of email, calendar, and social data -- without manual input. DotAlign reveals useful introductions, required follow-ups, latest contact information, and more. Private content never leaves the firewall. ",www.dotalign.com
Exhibitors,KettleSpace,https://techdayhq.com/companies/kettlespace,"https://www.facebook.com/kettlespace/,http://twitter.com/kettlespace,https://www.linkedin.com/company/kettlespace-inc./,/community/startups/kettlespace",NYC's most convenient & collaborative network of workspaces → inside of restaurants during their downtime.,https://www.kettlespace.com
Exhibitors,Leaders In Tech,https://techdayhq.com/companies/leaders-in-tech,/community/startups/leaders-in-tech,"Founded in 2016, Leaders in Tech (LIT) is a community-focused organization dedicated to building meaningful connections between the current and future stars of the tech world from the US and China. By discussing the current climate in digital marketing through product advancements, the latest tools in advertising, innovative technology and breaking news in corresponding fields, our networks of professionals are able to use the platform to move the industry forward. With over 150,000 friends and followers from over 500 companies, LIT produces major conferences and events for the community featuring guests from celebrated high-profile brands such as Google, Amazon, Apple and more.",http://leadersin.tech/
Exhibitors,KeepSolid Inc,https://techdayhq.com/companies/keepsolid-inc,"https://www.facebook.com/keepsolidinc,http://twitter.com/keepsolidinc,https://www.linkedin.com/company/keepsolid-inc-,/community/startups/keepsolid-inc","We specialize in productivity and privacy protection. 
Our team is made up of professionals who are keen on security, safety and everything that makes business and everyday routines easier.",https://www.keepsolid.com/
Exhibitors,Upstack,https://techdayhq.com/companies/upstack-f3f9be67-efe4-4ea6-9d8d-6e236229a9a1,/community/startups/upstack-f3f9be67-efe4-4ea6-9d8d-6e236229a9a1,,https://upstack.co
Exhibitors,TapRecruit,https://techdayhq.com/companies/taprecruit,"https://www.facebook.com/TapRecruit,http://twitter.com/taprecruit,https://www.linkedin.com/company/taprecruit,/community/startups/taprecruit",TapRecruit helps hiring teams write jobs that encourage more qualified and diverse applicants to apply. We actively analyze the performance of millions of job descriptions  to accurately predict how a job will succeed in any talent market. Teams that use our Smart Editor know precisely what to title a job and how to calibrate its requirements so that it attracts the right candidates faster. Our editor now features Smart Salaries which estimates a job's salary as you type.,https://taprecruit.co
Exhibitors,Novocraft Technologies ,https://techdayhq.com/companies/novocraft-technologies,"https://www.facebook.com/novocraftcompany/,http://twitter.com/novocraft,https://www.linkedin.com/company/774730/,/community/startups/novocraft-technologies","Novocraft Technologies’ stated mission is to be a globally recognized provider of innovative and accurate bioinformatics tools and services for discovery, primarily in the next-generation genomics healthcare space. Our goal is to provide technology that facilitates the rapid advancement of personalized medicine for all.",www.novocraft.com
Exhibitors,Edamam LLC,https://techdayhq.com/companies/edamam-llc-dd8ac27d-f10b-40e4-8da6-b3b9032ed3e1,"https://www.facebook.com/Edamam/,http://twitter.com/EdamamCo,https://www.linkedin.com/company/edamam-llc/,/community/startups/edamam-llc-dd8ac27d-f10b-40e4-8da6-b3b9032ed3e1","Edamam organizes the world’s food knowledge and provides nutrition data services and value-added solutions to health, wellness and food businesses. Using a proprietary semantic technology platform, it delivers real-time nutrition analysis and diet recommendations via APIs. Edamam’s technology helps customers answer for their clients the perennial question: “What should I eat?” ",https://www.edamam.com/
Exhibitors,Soapbox ,https://techdayhq.com/companies/soapbox-090e44dd-c6a0-4c2e-b86e-d3e511b72e20,"https://www.facebook.com/SOAPBOXHOME/,/community/startups/soapbox-090e44dd-c6a0-4c2e-b86e-d3e511b72e20",,https://www.soapboxhome.com
Exhibitors,Nofet LLC ,https://techdayhq.com/companies/nofet-llc,"www.facebook.com/resqbattery,/community/startups/nofet-llc",,www.resqbattery.com
Exhibitors,PadLink,https://techdayhq.com/companies/padlink-ef3d75e4-54a2-4a09-a563-d34cd658e620,"https://www.facebook.com/PadlinkHousing/,http://twitter.com/https://twitter.com/padlink,https://www.linkedin.com/company/padlink/,/community/startups/padlink-ef3d75e4-54a2-4a09-a563-d34cd658e620","PadLink is an off campus housing platform that offers a unique online listing and property management solution for students, landlords, and property managers. Through the website, PadLink.com, not only can tenants find properties but landlords/property managers can also communicate through the messaging platform, schedule appointments, handle maintenance requests, submit and answer questions, and upload important documents. Each landlord and student have their own portals where all communication and information is organized for convenience. Landlords can also view other property details, such as tenant contact information, start/end lease dates, and add, edit, or remove properties easily. ",PadLink.com
Exhibitors,Wayaj,https://techdayhq.com/companies/wayaj-18a7ff6a-ce23-47d9-8d2b-a479797f2e5c,,,
Exhibitors,Daivergent,https://techdayhq.com/companies/daivergent,/community/startups/daivergent,"Daivergent is an online crowdworking platform that empowers individuals with autism and disabilities to help society unlock the power of data. We do so by partnering with community agencies to screen, train, and deploy our virtual workforce, and provide the accessible interface that connects them to data opportunities aligned with their inherent ability.",www.daivergent.com
Exhibitors,Quinncia,https://techdayhq.com/companies/quinncia,"https://www.facebook.com/Quinncia.io,http://twitter.com/Quinncia,https://www.linkedin.com/company/quinncia/,/community/startups/quinncia","Quinncia is an AI-based career development platform that helps students improve interview skills, polish resumes and find jobs. With the mission to make career development a part of academic curriculum, Quinncia allows career service to scale their offerings allowing each student to get personalized feedback on their resume and interviewing skills. Conducting and giving feedback for interviews to thousands of students, across all majors, Quinncia’s AI is growing fast to change career professional development in higher education.”",https://quinncia.io/
Exhibitors,Yoto,https://techdayhq.com/companies/yoto-3e11e04d-4b52-422d-acb1-996eb84040a8,,,
Exhibitors,Infinia Group,https://techdayhq.com/companies/infinia-group,"https://www.linkedin.com/company/91542/,/community/startups/infinia-group","Infinia Group is a brand consultancy specializing in brand strategy, design and activation.  We help brands break barriers in the financial/professional services, healthcare, not-for-profit, private equity and ventures sectors.  ",https://infiniagroup.com
Exhibitors,Underdog.io,https://techdayhq.com/companies/underdog-io-9813c37a-51d5-4074-8eb4-b9d0bf024810,"https://business.facebook.com/underdogjobs,http://twitter.com/underdogjobs,https://www.linkedin.com/company/5215226/,/community/startups/underdog-io-9813c37a-51d5-4074-8eb4-b9d0bf024810",Underdog.io is a marketplace that connects job seekers with awesome technology companies and startups.,https://underdog.io/
Exhibitors,JConnelly,https://techdayhq.com/companies/jconnelly,"https://www.facebook.com/jconnellynyc,http://twitter.com/https://twitter.com/jconnellynyc,https://www.linkedin.com/company/jconnelly/,/community/startups/jconnelly",,https://jconnelly.com/
Exhibitors,JobRobin,https://techdayhq.com/companies/jobrobin,/community/startups/jobrobin,"JobRobin is a next generation hiring marketplace for data science, data engineering and analytics professionals.  Using a combination of algorithmic and human input, JobRobin matches candidates to roles and makes direct referrals to hiring managers.  ",www.jobrobin.co
Exhibitors,Beagle Technologies LLC,https://techdayhq.com/companies/beagle-technologies-llc,,,
Exhibitors,Claim it!,https://techdayhq.com/companies/claim-it-6a489c30-6356-43f9-ab5e-332ddb642526,"http://twitter.com/https://twitter.com/claimitapp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,/community/startups/claim-it-6a489c30-6356-43f9-ab5e-332ddb642526","Claim it! is a social marketplace mobile app that provides a fun way to give away, buy and sell anything—anywhere! Through video, pics, real-time giveaways and anonymous chat, users can make money, create a buzz, and meet new friends.  ",https://itunes.apple.com/us/app/claim-it-buy-sell-give/id930937345?mt=8
Exhibitors,Ally Shoes,https://techdayhq.com/companies/ally-shoes,"https://www.facebook/allyshoes,https://www.linkedin.com/company/11244311/,/community/startups/ally-shoes","Ally is a fashion startup led by women, for women. We make elegant heels that you can walk in all day long.

Our team combines business acumen with product expertise: Stanford MBA, Nike / Cole Haan innovation director, practicing foot ankle surgeon, and Yeezy designer. Together, we're re-engineering heels with new adaptable material, scientific internal structure, and our proprietary fit algorithm - to balance the elegant look of stilettos with superior fit and comfort.",www.ally.nyc
Exhibitors,Atlantech Partners,https://techdayhq.com/companies/atlantech-partners,"https://www.facebook.com/atlantechpartners,http://twitter.com/atlantechpartners,https://www.linkedin.com/company/atlantech-partners,/community/startups/atlantech-partners","Atlantech Partners is a one-stop shop dedicated to assisting companies in their operations in Europe, the United States, and Canada. ",www.atlantechpartners.com/en
Exhibitors,American Entrepreneurship Today,https://techdayhq.com/companies/american-entrepreneurship-today-ff2c8625-7f6a-495f-bd41-9b09deabb0de,"https://www.facebook.com/AmericanEntrepreneurship,http://twitter.com/https://twitter.com/AmeriEntre_ship,/community/startups/american-entrepreneurship-today-ff2c8625-7f6a-495f-bd41-9b09deabb0de",,https://americanentrepreneurship.com/
Exhibitors,Heady,https://techdayhq.com/companies/heady,"https://www.facebook.com/makeitheady,https://www.linkedin.com/company/heady,/community/startups/heady","we are a mobile agency specializing in strategy, design, engineering, and marketing of mobile applications and internet of things.",http://www.heady.io/
Exhibitors,AlphaPoint,https://techdayhq.com/companies/alphapoint-fd848216-ae5a-4200-aad1-9a85e609ae3a,,,
Exhibitors,RevdApp,https://techdayhq.com/companies/revdapp,"https://www.facebook.com/revdapp/,http://getrevdapp.com,https://www.linkedin.com/company/2960312/","RevdApp is a Car-as-a-Service (CaaS) platform. RevdApp is an IoT platform that focuses on connected cars. We are an Everything-as-a-Service play designed to offer any type of car service, well beyond mobility.",http://revdapp.com
Exhibitors,Medly Pharmacy,https://techdayhq.com/companies/medly-pharmacy,,,
Exhibitors,CYBRI,https://techdayhq.com/companies/cybri-215a0e6a-d555-456b-8be3-6b16d62985eb,"https://www.facebook.com/CYBRI.co/,https://www.linkedin.com/company/22338518/","CYBRI –– an expert network of cybersecurity professionals. CYBRI helps medium-sized businesses to protect digital and strategic infrastructure assets.
",https://cybri.co/
Exhibitors,mademeals,https://techdayhq.com/companies/mademeals,"https://www.facebook.com/mademealsco/,https://www.linkedin.com/company/mademeals/,/community/startups/mademeals","mademeals is a ready-to-eat meal prep delivery service that will be serving Hudson/Bergen County, NJ and Manhattan, NYC starting in May 2018.",mademeals.co
Exhibitors,RaceYa,https://techdayhq.com/companies/raceya-inc,"https://www.facebook.com/raceyatoys,http://twitter.com/raceyatoys,/community/startups/raceya-inc",RaceYa makes RC cars for the next generation of creative thinkers. ,www.raceya.com
Exhibitors,Eden Health,https://techdayhq.com/companies/eden-health,"https://www.linkedin.com/company/eden-health/,/community/startups/eden-health",,https://www.edenhealth.com
Exhibitors,UPMONTH,https://techdayhq.com/companies/upmonth-58f838fd-0fbe-4179-8cdd-5d1cc569417e,,,
Exhibitors,"Uplifting Technology, Inc.",https://techdayhq.com/companies/uplifting-technology-inc,/community/startups/uplifting-technology-inc,,http://tgame.ai
Exhibitors,Sayge,https://techdayhq.com/companies/sayge,"www.linkedin.com/company/sayge/,/community/startups/sayge",Sayge is on a mission to transform people’s working lives by demystifying and democratizing professional development coaching. ,www.hellosayge.com
Exhibitors,STARTNOO,https://techdayhq.com/companies/startnoo-627c2e87-79f7-4fac-b9e0-aa564c247657,"https://www.facebook.com/startnooProject/,http://twitter.com/startnoo,https://www.linkedin.com/company/startnoo-llc,/community/startups/startnoo-627c2e87-79f7-4fac-b9e0-aa564c247657","STARTNOO helps you pay down your student loans and tuition, while helping your community :)",https://startnoo.com/
Exhibitors,Vacayo,https://techdayhq.com/companies/vacayo,"https://www.facebook.com/vacayotech,http://twitter.com/vacayo_tech,https://www.linkedin.com/company/vacayo/,/community/startups/vacayo",Vacayo will lease and furnish your vacant rental property in under 72 hours,www.vacayo.com
Exhibitors,inDinero,https://techdayhq.com/companies/indinero-ba6d4c0f-06dd-4384-8910-ee741b09a32b,"https://www.facebook.com/inDinerocom/,http://twitter.com/indinero,https://www.linkedin.com/company-beta/431050/",,http://www.indinero.com/
Exhibitors,ViDs,https://techdayhq.com/companies/vids-543e4e52-4a55-4970-b6b9-53e88138bc67,,,
